File,Transcription,Category,mp3,Notes,Timestamp,NRE_ID
0114,Is delayed by approximately 25 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0114.mp3,,,
0115,Is delayed by approximately 30 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0115.mp3,,,
0116,Is delayed by approximately 35 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0116.mp3,,,
0117,Is delayed by approximately 40 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0117.mp3,,,
0118,Is delayed by approximately 45 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0118.mp3,,,
0119,Is delayed by approximately 50 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0119.mp3,,,
0120,Is delayed by approximately 55 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0120.mp3,,,
0121,Is delayed by approximately 1 hour,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0121.mp3,,,
0122,Strathclyde metro service to,Strathclyde metro,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0122.mp3,,,
0123,Strathclyde metro service from ,Strathclyde metro,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0123.mp3,,,
0124,Should join the rear 9 coaches,Passenger information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0124.mp3,,,
0125,Should join the rear 10 coaches,Passenger information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0125.mp3,,,
0126,Should join the rear 11 coaches,Passenger information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0126.mp3,,,
0127,Should join the rear 12 coaches,Passenger information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0127.mp3,,,
0128,This service will be in approximately 5 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0128.mp3,,,
0129,This service will be in approximately 10 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0129.mp3,,,
0130,This service will arrive in approximately 7 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0130.mp3,,,
0131,This service will arrive in approximately 12 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0131.mp3,,,
0132,This service will be in approximately,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0132.mp3,,,
0133,5 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0133.mp3,,,
0134,10 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0134.mp3,,,
0135,7 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0135.mp3,,,
0136,12 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0136.mp3,,,
0137,Will arrive in approximately 1 minute,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0137.mp3,,,
0138,Will arrive in approximately 2 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0138.mp3,,,
0139,Will arrive in approximately 3 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0139.mp3,,,
0140,Will arrive in approximately 4 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0140.mp3,,,
0141,Will arrive in approximately 5 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0141.mp3,,,
0142,Will arrive in approximately 10 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0142.mp3,,,
0143,Will arrive in approximately 15 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0143.mp3,,,
0144,Will arrive in approximately 20 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0144.mp3,,,
0145,Will arrive in approximately 25 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0145.mp3,,,
0146,Will arrive in approximately 30 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0146.mp3,,,
0147,Will arrive in approximately 35 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0147.mp3,,,
0148,Will arrive in approximately 40 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0148.mp3,,,
0149,Will arrive in approximately 45 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0149.mp3,,,
0150,Will arrive in approximately 50 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0150.mp3,,,
0151,Will arrive in approximately 55 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0151.mp3,,,
0152,Poor rail conditions,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0152.mp3,,,
0153,Poor rail conditions,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0153.mp3,,,
0154,Penrith,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0154.mp3,,,PNR
0155,Attention please,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0155.mp3,,,
0156,The public address system at this station,Operational,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0156.mp3,,,
0157,Is at present being tested by our engineers,Operational,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0157.mp3,,,
0158,Please disregard any public address announcements,Operational,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0158.mp3,,,
0159,While this testing is carried out,Operational,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0159.mp3,,,
0160,Thank you,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0160.mp3,,,
0161,"Attention please, here is a special announcement, penalty fares are in operation in this area, all passengers must be in possession of a valid ticket or authority to travel before travelling on services from this station. If you are asked to produce a ticket, and are unable to do so, you will be liable to pay a penalty fare, or the full standard single fare, whichever is the greater",Fare information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0161.mp3,really long,,
0162,Will be in approximately 1 minute,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0162.mp3,,,
0163,Will be in approximately 2 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0163.mp3,,,
0164,Will be in approximately 3 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0164.mp3,,,
0165,Will be in approximately 4 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0165.mp3,,,
0166,Will be in approximately 5 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0166.mp3,,,
0167,Will be in approximately 10 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0167.mp3,,,
0168,Will be in approximately 15 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0168.mp3,,,
0169,Will be in approximately 20 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0169.mp3,,,
0170,Will be in approximately 25 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0170.mp3,,,
0171,Will be in approximately 30 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0171.mp3,,,
0172,Will be in approximately 35 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0172.mp3,,,
0173,Will be in approximately 40 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0173.mp3,,,
0174,Will be in approximately 45 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0174.mp3,,,
0175,Will be in approximately 50 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0175.mp3,,,
0176,Will be in approximately 55 minutes,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0176.mp3,,,
0177,This train is formed of 1 coach only,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0177.mp3,,,
0178,This train is formed of 2 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0178.mp3,,,
0179,This train is formed of 3 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0179.mp3,,,
0180,This train is formed of 4 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0180.mp3,,,
0181,This train is formed of 5 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0181.mp3,,,
0182,This train is formed of 6 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0182.mp3,,,
0183,This train is formed of 7 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0183.mp3,,,
0184,This train is formed of 8 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0184.mp3,,,
0185,This train is formed of 9 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0185.mp3,,,
0186,This train is formed of 10 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0186.mp3,,,
0187,This train is formed of 11 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0187.mp3,,,
0188,This train is formed of 12 coaches,Train formation,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0188.mp3,,,
0189,hundred hours,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0189.mp3,,,
0190,Stand well away from the edge of platform 1,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0190.mp3,,,
0191,Stand well away from the edge of platform 2,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0191.mp3,,,
0192,Stand well away from the edge of platform 3,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0192.mp3,,,
0193,Stand well away from the edge of platform 4,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0193.mp3,,,
0194,Stand well away from the edge of platform 5,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0194.mp3,,,
0195,Stand well away from the edge of platform 6,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0195.mp3,,,
0196,Stand well away from the edge of platform 7,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0196.mp3,,,
0197,Stand well away from the edge of platform 8,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0197.mp3,,,
0198,Southern,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0198.mp3,if you hear this the train is very lost :(,,
0199,Southern service to,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0199.mp3,,,
0200,Southern service from,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0200.mp3,,,
0201,Southeastern Trains,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0201.mp3,,,
0202,Southeastern Trains,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0202.mp3,Low-pitch ending,,
0203,Southeastern Trains service to,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0203.mp3,,,
0204,Southeastern Trains service from,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0204.mp3,,,
0205,Southeastern,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0205.mp3,,,
0206,Southeastern service to,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0206.mp3,,,
0207,Southeastern service from,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0207.mp3,,,
0208,Attention please! Please leave the station immediately.,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0208.mp3,Male voice (quieter),,
0209,Attention please! Please leave the station immediately.,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0209.mp3,Male voice,,
0210,Attention please! Please leave the station immediately.,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0210.mp3,Male voice,,
0211,Attention please! Please leave the station immediately.,Safety,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0211.mp3,Male voice (louder),,
0212,Southampton Central,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0212.mp3,,,SOU
0213,Southern,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0213.mp3,Low-pitch ending,,
0214,Southeastern,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0214.mp3,Low-pitch ending,,
